,category,discounted_price,actual_price,discount_percentage,rating,rating_count,review_title
104,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,999.0,65.0,4.2,13120.0,"Good product,Is worth the money you are paying for it,Good quality cable,Go for it!,Nice product☑️,Good buy,You can trust Wayona,Quality product  , Life of product is good  ."
105,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.3,2806.0,"Good material, fast charging,Costly but good product,Support type c super fast charging,Good quality,Sturdy cable & has decent charging capabilities.,Good buy.,Gud product.,Very good product"
106,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.0,1299.0,65.0,4.2,24269.0,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good"
107,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70.0,4.3,766.0,"No reasons to complain,Value for money,Nice,Works,Value for money,Go For It,Nice,It's fast charging good quality priduct"
108,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",37999.0,65000.0,42.0,4.3,3587.0,"Good TV for the price. (But my experience was not perfect),Good but not best  @!@,Decent tv for the price but misses on basic smart features,Perfect one in our budget. Speedy and customer friendly approach from vu"
109,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.0,800.0,88.0,3.9,24871.0,"It's pretty good,Average quality,very good and useful usb cable,Good USB cable. My experience was very good it is long lasting,Good,Nice product and useful,-,Sturdy but does not support 33w charging"
110,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7390.0,20000.0,63.0,4.1,2581.0,"Good.,Low price & value for money,Value for money,As per price ,product is excellent 👌,The product is great but you might get scammed on Amazon,Very good 👍,Nice tv,Budget free"
111,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,273.1,999.0,73.0,4.3,20850.0,"Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality"
112,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15990.0,23990.0,33.0,4.3,1035.0,"Good tv and features in this budget.,Genuine products,Offers a lot of functionality for 32 inch,Best Buy under Rs. 16000/-,A perfect TV for your room,Super 👌 👍,Nice,It's amazing with this price 15.5K."
113,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.1,1780.0,"Better..!!,Charging speed is not guaranteed!,Exactly as advertised,Excellent warp charge cable,Nice,Amazing cable,Best fast charging cable,Really a good cable, Recommend"
114,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,1999.0,80.0,4.5,505.0,"Good,Good,Nice Product,Good looking 👌 good protection for remote control,It's a very good cover..I liked it.,Good,Expensive,Nice"
115,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,210.0,399.0,47.0,4.1,1717.0,"Fast charging cable,Good product,Don't buy,Excellent design and Material quality,  Amazing Charging speed,it support's fast charging and also support android auto for car,Good type c cable in less price,Fast charging not support,NOT A FAST CHARGING CABLE"
116,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1299.0,1999.0,35.0,3.6,590.0,"Average,As good as original,expensive,Bought it in aug and by oct it is not working.will i get a refund or replacement,A useful compatible product.,Volume button doesn't work at all,Works.,Best Remote,Connect Very Well"
117,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,347.0,999.0,65.0,3.5,1121.0,"Good,Not happy with this product.,👍Quality,Not bad,good to charge at home, not in vehicles,Easy to store and use built in quality of plastic roll could have been better,Good,A useful device."
118,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,999.0,85.0,4.0,1313.0,"A well-priced product.,Lenthy cord.,Product is working as expected.,Lengthy cable, works for car dashcam,Product is okay but they give 50rs for giving 5 stars.,Misleading length (1.2m), rest fine,Good Product,Good"
119,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,228.0,899.0,75.0,3.8,132.0,"its not for fast charging as per my use and this don't support in car for android auto.,Great,Can be used as spare in an emergency.,Good,good for car drives,Not worth Doesn't charge,Good one from portronics,Excellent cable"
120,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1599.0,1999.0,20.0,4.4,1951.0,"Perfect product,Better than the original cable,Better then original,Good,The Very Best,Works absolutely fine,Charging is very slow.,Best Product"
121,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1499.0,3999.0,63.0,3.7,37.0,"Some buttons not working in first week of purchase,Good,4,Must buy product,Quality of product is wonderful,Very bad experience as I have received a working remove and not being able to return it,Orignal product,Good product and good customer service"
122,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8499.0,15999.0,47.0,4.3,592.0,"Value for money!! But don't expect Flagship quality.,Good,Good product,Good,God,Value for money,Nice product,Youtub is slow but all perform best"
123,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",20990.0,44990.0,53.0,4.1,1259.0,"Hisense Vivid 4K TV Initial Impressions,Picture quality,Best in class Audio & picture quality,Good products,Amazing,Good,Good product,Good size for small leaving room of 18'*9'6"" ,sound quality is also good for small leaving room."
124,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999.0,44999.0,27.0,4.2,45238.0,"Worth the price,Mi Smart Tv 32"" :- 7/10 average.,Worth using since 1.5 years,expect more from mi,Worth for money.,Good product,It’s good,Go for it without thinking twice."
125,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",799.0,1700.0,53.0,4.1,28638.0,"Worth Buying,Good one!!,Very nice seller service.,Nice cable,Nice product 👍,Does not work universally for all devices,so far good can be a bit lower,It's a good product you can buy and trust."
126,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",229.0,595.0,62.0,4.3,12835.0,"Good product,Hdmi cable,Nice,Do buy without any doubt,Working as expected,Thanks Amazon for its premium choice,Good product,Works well and good quality"
127,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999.0,27990.0,64.0,4.2,1269.0,"IFalcon 32inch smart TV,It's good,Good in Smart TV,Better,Smart android tv,Value for money,Meet expectations,Nice product ."
128,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,599.0,42.0,4.2,284.0,"Works for LG 4K LED,Awesome product,Good copy Remote,This remote works!!! A relief!,Good replacement for the original remote control,Timely helped me for my TV,It will work(for me😊),Just works"
129,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",489.0,1200.0,59.0,4.4,69538.0,"Solid and quality material,Good product, everything good to buy,Clear and Cristal clear sound,Good,Super,Value for money,Good cable but over priced,Decent quality and 4.6M long"
130,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",23999.0,34990.0,31.0,4.3,4703.0,"Wonderful TV and Awful installation service from amazon,Acer Television Review,It's a good product for that price.,Good for the price,Almost a complete package,Nice Product,Good product,Super designed"
131,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,999.0,60.0,4.3,2806.0,"Good material, fast charging,Costly but good product,Support type c super fast charging,Good quality,Sturdy cable & has decent charging capabilities.,Good buy.,Gud product.,Very good product"
132,Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,349.0,1299.0,73.0,4.0,3295.0,"Good Quality but cheap color,Good product ,at this price,Good product,अच्छा है।,Nice product with finishing issues,Perfect Gen 3 Echo Dot Holder,Happy,Your power outlet has to bear the weight"
133,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,299.0,40.0,3.9,81.0,"Very useful,Good Product,Good,Very very short wire,Good quality, suitable to use with Powerbank,Great,Not satisfactory,bad not use no working usb cebels no replec prodacts"
134,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,689.0,1500.0,54.0,4.2,42301.0,"Sturdy and good quality,Small cable, works fine,Average,Good one,It affects iPhones’ battery health,Did not like,awesome product,Good"
135,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",30990.0,49990.0,38.0,4.3,1376.0,"Love Amazon but lg is misleading,Amazing product,Worst service from LG,Good,Simply beautiful,Satisfied with the TV,Great deal,It is quite ok"
136,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,931.0,73.0,3.9,1075.0,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good"
137,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",999.0,2399.0,58.0,4.6,3664.0,"Fantastic Ultra High Speed HDMI cable,Amazing product,Regarding cable"
138,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,399.0,0.0,3.9,1951.0,"Works like Charm,Useful,Good,Very nice,Doesn't perform like an original.,Working properly,Most of the functions work,It’s Working"
139,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,699.0,50.0,4.3,20850.0,"Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality"
140,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64.0,4.1,2685.0,"Changing speed,Make it better,Superb Build Quality,Highly satisfied,Best Charging Cable Ever,Good value for money option,Cable quality,Nice"
141,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1699.0,2999.0,43.0,4.4,24780.0,"Works flawlessly on Ubuntu 22.04 (if installed correctly),Best for kali. Do not read another review.,Nice product,From 0 to 70 …,Good External Wifi Signal Provider,Superb,Awesome and easy to use,Good product"
142,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",655.0,1099.0,40.0,3.2,285.0,"Rmote for MI TV,Good,Good but low quality,Remote is faulty . It looses it's connectivity with the tv atleast 50 times in a day.,Failure of the Unit.,All good, except voice recognition,But for first time user. Manually switch on and then pair. After pairing it's good,working good"
143,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,749.0,1339.0,44.0,4.2,179692.0,"Works on linux for me. Get the model with antenna.,Does what it say but other brands available at lesser price,Easy Handle,Great product,Perfect working,Speed is perfect,Great Design, Build, Connectivity Range, Packaging and other features but no linux support since v2,Very good"
144,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",9999.0,12999.0,23.0,4.2,6088.0,"An unbiased look at the Kodak TV,Sound good,It's really worthy and the most affordable,Not bad!!!,a value TV for the price,Good in all respect,Kodak tv,Smart tv"
145,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",195.0,499.0,61.0,3.7,1383.0,"Good product,Not bad,WORKING WITH Airtel DTH,Good,Ok not bad,This was so old,Not bed !,Worst product"
146,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,2100.0,52.0,4.5,5492.0,"Good,QUALITY IS GOOD,Value for money product,Very nice,Not supporting for CarPlay,Good,1 month review,strong enough"
147,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,899.0,44.0,4.2,919.0,"Durable,Good Product,Okay 👌,So far so good,An absolute best,Good cable,Worth the money,Good for charging Not good for data transfer"
148,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",416.0,599.0,31.0,4.2,30023.0,"Value for Money,A good upgrade from stock cable.,GOOD CABLE,Value for the money,Great buy,Overall good,Awesome experience,Worked as expected"
149,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,368.0,699.0,47.0,4.2,387.0,"Superb,Reviewing after 3 months of use,Good braided cable.,The best cable. Very useful.,0k,Does The Job,superb  Product !!!,It's fast charging cable."
150,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29990.0,65000.0,54.0,4.1,211.0,"Valume for money,Can’t turn off HDR in webOS while watching android apps,Webos, Magic remote & LG like UI at 19k,Satisfied,Good,Value for money,Exchange Offer AND Extended Warranty of 2 Yrsnot been Given,Overall a good product and Value for money"
151,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,1099.0,69.0,4.3,974.0,"Great Cable, Charging Speeds Could Be Better,Good,A good cable.,One of the best type c cable,Works as intended.,A good buy. The extra length helps a lot.,Good,Ok"
152,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15490.0,20900.0,26.0,4.3,16299.0,"Good,Sound is very low another brand comparing in better,Service provider not meet my home refuse, tv i am not using bad service,Good product,Ok super,Floor stand does not come with it ...,Good,A budget friendly TV with a clumsy UI and Remote"
